Topic1,Topic2,Topic3
0.414514484029035,0.0894735935215484,0.496011922449417
0.929014278810753,0.0293150919664499,0.0416706292227976
0.90920591613816,0.0106947456837562,0.0800993381780841
0.14375604614879,0.254940535800981,0.601303418050229
0.785286423924768,0.0346807579653769,0.180032818109855
0.736101009060752,0.0114658223929619,0.252433168546287
0.234273861628262,0.0651195229977516,0.700606615373987
0.0399265437692599,0.0864479774611686,0.873625478769571
0.959133852292674,0.0105018280081741,0.0303643196991524
0.443467513166759,0.146302629037389,0.410229857795852
0.278838687537895,0.0575530934687907,0.663608218993314
0.569817468233652,0.0604074968786317,0.369775034887717
0.929827020691491,0.0148885403856703,0.055284438922839
0.477811852030812,0.0209090813467072,0.50127906662248
0.407189700549535,0.507155800712782,0.0856544987376834
0.140706266043571,0.763930860908898,0.0953628730475312
0.183722993799188,0.577743753222862,0.238533252977951
0.254627711168571,0.553195116997507,0.192177171833922
0.0722222089392491,0.875013008245898,0.0527647828148529
0.058034947315456,0.695898974745195,0.246066077939349
0.0184891494936924,0.894456833534181,0.0870540169721265
0.114873233711399,0.773554017309281,0.11157274897932
0.842398842777449,0.106166361104251,0.0514347961183002
0.156415956414491,0.173823740362877,0.669760303222632
0.0603575117544991,0.0815606455186778,0.858081842726823
0.0733491821532432,0.12418575260747,0.802465065239286
0.0712856979274786,0.0291606826211403,0.899553619451381
0.309404359876332,0.122835394690258,0.56776024543341
0.112149387188608,0.0427981286872901,0.845052484124102
0.387761169389839,0.117722848781005,0.494515981829155
0.0877271144750555,0.133889082953468,0.778383802571476
0.0279685583190403,0.258940205922676,0.713091235758284
0.0569738192670019,0.106666779064135,0.836359401668863
0.920521917994498,0.0297174620881998,0.0497606199173021
0.2506379147545,0.0288220851662977,0.720540000079202
0.109954038156964,0.173871018956006,0.71617494288703
0.465369848766581,0.0258892816818048,0.508740869551615
0.0300909679683551,0.00829307710818053,0.961615954923464
0.135872862798989,0.0194013784119774,0.844725758789034
0.0674864973257283,0.0429316302146214,0.88958187245965
0.135873551419883,0.122700043595787,0.74142640498433
0.167743231759926,0.644775580389263,0.187481187850812
0.931050884031446,0.0306411046682012,0.0383080113003529
0.386259368203408,0.170968917756759,0.442771714039834
0.0402687837750979,0.0793138214329134,0.880417394791989
0.909969447355477,0.0479635078738136,0.0420670447707098
0.197289387782103,0.389581757954066,0.413128854263831
0.872191790542851,0.0246999415479762,0.103108267909173
0.644669150333014,0.0299422679507172,0.325388581716269
0.520275430178231,0.0227000610553425,0.457024508766427
0.291617324438493,0.0428883254156789,0.665494350145828
0.335505762437659,0.0411974539125579,0.623296783649783
0.901290753691792,0.07559448689641,0.0231147594117983
0.810875298748709,0.0349510057018791,0.154173695549412
0.809209588299854,0.00919085240156229,0.181599559298583
